0	drug::triclabendazole
1	drug::dexlansoprazole
2	drug::zidovudine
3	drug::carprofen
4	drug::rebamipide
5	drug::pipobroman
6	drug::trametinib
7	drug::paclitaxel
8	drug::pirfenidone
9	drug::zaltoprofen
10	drug::selinexor
11	drug::isradipine
12	drug::chlorzoxazone
13	drug::sulfamethazine
14	drug::betamethasone
15	drug::mestranol
16	drug::2-methoxyestradiol
17	drug::daporinad
18	drug::ixazomib
19	drug::rifaximin
20	drug::veliparib
21	drug::bifonazole
22	drug::ethionamide
23	drug::semaxanib
24	drug::climbazole
25	drug::famciclovir
26	drug::sirolimus
27	drug::busulfan
28	drug::floxuridine
29	drug::rabusertib
30	drug::erdosteine
31	drug::tioconazole
32	drug::mequinol
33	drug::7-ethyl-10-hydroxycamptothecin
34	drug::ciclopirox
35	drug::cinchophen
36	drug::cilostazol
37	drug::zonisamide
38	drug::meprednisone
39	drug::nicotinamide
40	drug::equol
41	drug::mycophenolate mofetil
42	drug::clopidogrel
43	drug::pacritinib
44	drug::amonafide
45	drug::hyoscyamine
46	drug::saracatinib
47	drug::cinoxacin
48	drug::lidocaine
49	drug::vatalanib
50	drug::monobenzone
51	drug::milrinone
52	drug::andarine
53	drug::acipimox
54	drug::methyclothiazide
55	drug::ivacaftor
56	drug::marbofloxacin
57	drug::benzbromarone
58	drug::dolutegravir
59	drug::tolfenamic acid
60	drug::cabazitaxel
61	drug::lomustine
62	drug::axitinib
63	drug::eltrombopag
64	drug::argatroban
65	drug::nimodipine
66	drug::synephrine
67	drug::acarbose
68	drug::mirabegron
69	drug::acemetacin
70	drug::hyodeoxycholic acid
71	drug::risperidone
72	drug::tipifarnib
73	drug::clevidipine
74	drug::ruxolitinib
75	drug::arsenic trioxide
76	drug::tilmicosin
77	drug::indole-3-carbinol
78	drug::chlorambucil
79	drug::oxymetholone
80	drug::lestaurtinib
81	drug::atracurium besylate
82	drug::alprostadil
83	drug::flucytosine
84	drug::dexamethasone
85	drug::flurbiprofen
86	drug::idelalisib
87	drug::piracetam
88	drug::formestane
89	drug::ribavirin
90	drug::benzocaine
91	drug::niflumic acid
92	drug::tg100-115
93	drug::plx-4720
94	drug::racecadotril
95	drug::aminophylline
96	drug::formononetin
97	drug::oxfendazole
98	drug::flufenamic acid
99	drug::artesunate
100	drug::perifosine
101	drug::celecoxib
102	drug::pioglitazone
103	drug::repaglinide
104	drug::ipriflavone
105	drug::xl765
106	drug::seliciclib
107	drug::amphotericin b
108	drug::nepafenac
109	drug::nilvadipine
110	drug::dabrafenib
111	drug::linsitinib
112	drug::epalrestat
113	drug::masitinib
114	drug::ferulic acid
115	drug::pimobendan
116	drug::sulindac
117	drug::capecitabine
118	drug::dirithromycin
119	drug::bimatoprost
120	drug::betulinic acid
121	drug::mocetinostat
122	drug::mitoxantrone
123	drug::tegafur
124	drug::canertinib
125	drug::hydroxyurea
126	drug::levetiracetam
127	drug::atropine
128	drug::oxibendazole
129	drug::lafutidine
130	drug::vincristine
131	drug::carmustine
132	drug::aprepitant
133	drug::candesartan
134	drug::ganciclovir
135	drug::niraparib
136	drug::doxercalciferol
137	drug::nilotinib
138	drug::ph-797804
139	drug::enzastaurin
140	drug::erlotinib
141	drug::bupropion
142	drug::mometasone furoate
143	drug::aminoglutethimide
144	drug::clotrimazole
145	drug::nateglinide
146	drug::hexestrol
147	drug::ebastine
148	drug::nimesulide
149	drug::loteprednol etabonate
150	drug::methenamine
151	drug::vinorelbine
152	drug::disulfiram
153	drug::ranolazine
154	drug::aztreonam
155	drug::edoxaban
156	drug::omacetaxine mepesuccinate
157	drug::retapamulin
158	drug::haloperidol
159	drug::irbesartan
160	drug::esculin
161	drug::dipyridamole
162	drug::valsartan
163	drug::gliclazide
164	drug::famotidine
165	drug::rifapentine
166	drug::roxadustat
167	drug::albendazole oxide
168	drug::tenofovir
169	drug::gestodene
170	drug::etodolac
171	drug::carbimazole
172	drug::a-674563
173	drug::valdecoxib
174	drug::domperidone
175	drug::fingolimod
176	drug::tropicamide
177	drug::nitazoxanide
178	drug::itraconazole
179	drug::sparfloxacin
180	drug::penciclovir
181	drug::zolmitriptan
182	drug::budesonide
183	drug::altrenogest
184	drug::reserpine
185	drug::alectinib
186	drug::clarithromycin
187	drug::tariquidar
188	drug::diosmin
189	drug::methscopolamine
190	drug::mifepristone
191	drug::apremilast
192	drug::dexrazoxane
193	drug::bendroflumethiazide
194	drug::pramiracetam
195	drug::trilostane
196	drug::prilocaine
197	drug::felodipine
198	drug::sulfamerazine
199	drug::pentamidine
200	drug::pranoprofen
201	drug::enrofloxacin
202	drug::rimonabant
203	drug::zalcitabine
204	drug::lenvatinib
205	drug::nilutamide
206	drug::fenbendazole
207	drug::dabigatran etexilate
208	drug::acetylcysteine
209	drug::orlistat
210	drug::diethylstilbestrol
211	drug::agomelatine
212	drug::nabumetone
213	drug::terbinafine
214	drug::mirtazapine
215	drug::linagliptin
216	drug::volasertib
217	drug::acitretin
218	drug::dapivirine
219	drug::alogliptin
220	drug::avanafil
221	drug::ilomastat
222	drug::methazolamide
223	drug::daptomycin
224	drug::brinzolamide
225	drug::salinomycin
226	drug::probenecid
227	drug::quizartinib
228	drug::indirubin
229	drug::artemether
230	drug::meticrane
231	drug::rimantadine
232	drug::daidzein
233	drug::vorinostat
234	drug::clevudine
235	drug::colchicine
236	drug::droperidol
237	drug::sodium ascorbate
238	drug::asenapine
239	drug::rufinamide
240	drug::telaprevir
241	drug::triamterene
242	drug::8-azaguanine
243	drug::propylthiouracil
244	drug::cytisine
245	drug::fluticasone propionate
246	drug::lornoxicam
247	drug::ibuprofen
248	drug::doramapimod
249	drug::guaifenesin
250	drug::cilnidipine
251	drug::salsalate
252	drug::methylprednisolone
253	drug::cudc-101
254	drug::bezafibrate
255	drug::voriconazole
256	drug::fostamatinib
257	drug::torasemide
258	drug::apixaban
259	drug::docetaxel
260	drug::tazemetostat
261	drug::tazarotene
262	drug::miglitol
263	drug::gossypol
264	drug::navitoclax
265	drug::albendazole
266	drug::methocarbamol
267	drug::sgx-523
268	drug::suvorexant
269	drug::vx-765
270	drug::sulfasalazine
271	drug::tofacitinib
272	drug::triflusal
273	drug::melatonin
274	drug::lonafarnib
275	drug::trichostatin a
276	drug::cilomilast
277	drug::tranexamic acid
278	drug::sulfisoxazole
279	drug::sulfamethoxypyridazine
280	drug::regorafenib
281	drug::estriol
282	drug::aniracetam
283	drug::amuvatinib
284	drug::tamoxifen
285	drug::lonidamine
286	drug::felbamate
287	drug::nifedipine
288	drug::vx-702
289	drug::mevastatin
290	drug::chloroquine
291	drug::nizatidine
292	drug::raloxifene
293	drug::clindamycin
294	drug::curcumin
295	drug::pregnenolone
296	drug::roflumilast
297	drug::tropisetron
298	drug::troxipide
299	drug::sulbactam
300	drug::prasugrel
301	drug::exemestane
302	drug::calcitriol
303	drug::ifosfamide
304	drug::fedratinib
305	drug::ursodeoxycholic acid
306	drug::cefoperazone
307	drug::resveratrol
308	drug::sulfapyridine
309	drug::azilsartan medoxomil
310	drug::menadione
311	drug::guanosine
312	drug::lamotrigine
313	drug::alisertib
314	drug::fluocinolone acetonide
315	drug::dasatinib
316	drug::varlitinib
317	drug::candesartan cilexetil
318	drug::coumarin
319	drug::dovitinib
320	drug::fluocinonide
321	drug::dapagliflozin
322	drug::glycyrrhizic acid
323	drug::meropenem
324	drug::everolimus
325	drug::lapatinib
326	drug::thiotepa
327	drug::lithium citrate
328	drug::rutin
